x,y
"빠르다,배송,적정하다,가격,만족하다,쿠폰,저렴하다,살다,있다,블러셔,틴트,예쁘다,좋다",디자인
"극,민감하다,피부,각질,제거제,못쓰다,닦다,산뜻하다,화장,먹다,좋다,트러블,나다,저녁,쓰다,에센스,크림,바르다,스며들다,좋다,토너,정도",감촉
"좋다,한데,넘,적다",용량
"가격,쎄,양,적다",용량
"깔끔하다,좋으네요,배송,빠르다",디자인
"예쁘다,괜찮다",디자인
"요즘,리리코스,제품,좋다,파운데이션,촉촉하다,좋다",감촉
"백화점,비싸다,인터넷,저렴하다,좋다,배송,안전하다,오다,좋다,가격,좋다,민감하다,피부,웬만하다,토너,얼굴,벌다,일어나다,숨,순하다,좋다,트러블,일어,난적,없다,진정되다,보습,좋다,민감성,피부,분,사용하다,괜찮다",감촉
"향도,좋다,촉촉하다,크림,에센스,쓰다,좋다,스킨,구매하다",향기
"크기,양이,작다,듯하지,만족하다",용량
"배송,주문하다,이틀,걸리다,제품,상태,좋다,쓰다,컬링,어떻다,액체,상태,어떻다,모르다,뚜껑,열다,솔,보다,좋다,같다,액체,향,괜찮다,여,케이스,디자인,괜찮다,앙증,맞아여",디자인
"지성,피부,좋다,입소문,나다,하다,사다,좋다,브러쉬,바르다,좋다,브러쉬,사다,바르다,개인적,브러쉬,퍼프,뭉치다,발리다,브러쉬,각질,있다,경우,뭉치다,경우,있다,바르다,얼굴,뽀송뽀송하다,되다,맘,들다,미네랄,성분,좋다,싼값,사다",감촉
"받다,색,이쁘다",색상
"분무되다,적당하다,마무리,감,깔끔하다,좋다",디자인
"가격,보다,브랜드,세일하다,살수,있다,저렴하다,가격,잘삿네,비비,쓰다,커버,잘되다,좋다",가격
"저렴하다,사다,담,사다",가격
"로션,양은,많다,향,무향인거,같다,알코올,향,나다,하다,하다,보습,다르다,촉촉하다,같다,배송,오다,만족스럽다",용량
"보다,맞이하다,준비,중,저녁,쓰다,유수분,밸런스,맞추다,구매하다,낮,이니스프리,그린티,최고,로션,비하다,스킨,많다,로션,아껴쓰다,어",용량
"친정,엄마,선물,구매하다,용량,크다,쓰다,제품,건성,피부,좋다,같다,좋다,주문하다,이것,주문하다,달라,고하다,보내다,선물용,조그맣다,샘플,넣다,좋다,아쉽다,마몽드,이제품,나이들다,어른분,좋다,보다,쓰다,모르다",용량
"피부,건성,화장,하다,먹다,피부,일어나다,하다,정도,친구,가네보,추천하다,살다,하다,가격,부담스럽다,효과,보다,말,사다,효과,있다,이다,화장,하다,먹히다,피부,정리,잘되다,수분,있다,좋다,이다",가격
"완전,좋다,노란색,좋다",색상
"부드럽다,바르다,피부,무리,없다,좋다,이,상품,애용하다,연출하다,무난하다,색상",감촉
"맘,들다,제품,애장품,커버력,뛰어나다,은은하다,광택,고급스럽다,느낌,주다,촉촉하다,좋다",디자인
"양이,적다,하지,다르다,브랜드,세럼,마찬가지,쓰다",용량
"귀엽다,예쁘다,외형,배송,빠르다,상품,상태,좋으네요,쓰다,알겠짐나,대체적,상태,좋으네요",디자인
"사은품,폭탄,이러다,대,진짜,폭탄,맞다,수면팩,수분,크림,샘플,샘플,양만하다,많다,디자인,좋아하다,파랑색,맘,들다,스푼,같다,있다,손",색상
"건성,쓰다,촉촉하다,끈적거리다,커버력,좋다,양,조절,어렵다,유,터치하다,묻다,조심하다,밀착력,좋다,제품,듯",감촉
"촉촉하다,쫀존,하다,만족하다,다음,딜하다,때,용량,크다,구매하다",용량
"배송,빠르다,처음,사다,가격대비,색깔,무난하다,좋다,만족,하다",색상
"전에꺼랑,디자인,뚜껑,바뀌다,전에꺼,뚜껑,묻다,엮다,바뀌다,디자인,개인적,맘,들다",디자인
"쓰다,제품,쓰다,모르다,번지다,없다,클렌징,깔끔하다,좋다",디자인
"쓰다,싸다,사다,좋다,가루,날림,깔끔하다,길어지다,좋다,짙다,갈색,은은하다,보이다",색상
"일반,스틱형,립밤,비하다,싸다,용량,대비,가격,싸다,보습력,좋다",용량
"소문,깔끔하다,좋다,신세계,가격,저렴,좋다,이용하다",디자인
"이쁘다,깔끔하다",디자인
"수분,라인,키엘,조은",감촉
"엄마,애용하다,스킨,저번,사다,용량,대비,저렴하다,사다,쓰다,엄마,건성,피부,촉촉하다,에스티,스킨,좋아하다,향,좋다",향기
"연령대,대피부,타입,건성,지성,복합성,복합성,제품,사용,횟수,기간,처음,사용,제조,일자,도움,되다,사용,후기,벌꿀향,은은하다,보습,효과,탁월하다,마음,들다,좋다,기회,선택하다,제품",향기
"쌤플,쓰다,구매하다,향,좋다,건성,피부,좋다",향기
"저렴하다,가격,좋다,제품,구입하다",가격
"유니크하다,디자인,색상,마음,들다,선물,구매하다,받다,사람,마음,들다,선물,포장,부탁드리다,쇼핑백,꼼꼼하다,챙기다,감동하다,롯데,닷컴,좋다",색상
"저렴하다,구입하다",가격
"하트모양,셰입,이쁘다,귀엽다,들다,다니다,좋다",디자인
"다르다,브랜드,펜슬,비하다,짧다,용량,작다,받다,놀라다,부드럽다,그려지다,다르다,칼라,구입하다,맘,들다",용량
"가격,도착,부담,수,잇다,바르다,시원하다,느낌,좋다,모양,귀엽다,이쁘다",디자인
"안,지만,좋다,거,같다,향도,좋다",향기
"필요하다,세일,앗싸,미샤,빨강,쓰다,좋다,같다,걸로,하다,요것,좋다는평,구매하다,마켓,안드로이드,앱,작성",색상
"선물,살다,거,쓰다,받다,분,좋아하다,귀엽다,디자인하다,선물,최고,나중,기회되다,쓰다",디자인
"외국제,제품,사용하다,찬,바람,불다,당기다,느낌,들다,이자,녹스,구입하다,촉촉하다,느낌,드나,제품,색상,어둡다",색상
"배송,빠르다,가격,저렴하다,편",가격
"바르다,보지은,열다,색,마음,들다,사다,보다,색깔,같다,보이다,바르다,다르다,텍스쳐,묽다,뻑뻑하다,마음,들다,다르다,모르다,지우다,하다,기대하다",감촉
"설화수,선물,좋다,선물,포장,깔끔하다,조아",디자인
"카키색,이쁘다,은은하다,펄,들어가다",색상
"오을,처음,사용하다,향,없다,펌핑,편하다,나오다,용량,크다,닦다,용도,쓰다,좋다,재구매,의사,있다",용량
"색,좋다,반짝이다,이쁘다,여름,쓸듯요",색상
"쓰다,파우더,물광,뭐니해,파우더,짱이,쓰다,좋다,가격,착하다,좋다",가격
"싸다,사다,추가,주다,스킨,로션,크림,견본품,쓰다,피부,예민하다,올리브,영,테스트하다,따갑다,향,좋다,쟁이다,쓰다,사다,집,거실,방,화장실,곳곳,배치하다,쓰다,엄마,향,좋다,좋아하다,쓰다",향기
"색깔,예쁘다",색상
"세일하다,때,사서,반값,구매하다,다르다,분,후기,핑크끼,돌다,어둡다,입술색,핑크끼,나오다,각질,부각,엄청나다,바르다,쉽다,향,좋다,부드럽다,각질,부각,아쉽다,마켓,아이폰,앱,작성",향기
"연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조,일자,도움,되다,사용,후기,좋다,얘기,듣다,쓰다,저렴하다,사다,포장,완벽하다,되다,좋다,쓰다,옥션,안드로이드,앱,작성",가격
"샘플,쓰다,보고,좋다,구입하다,어두,칙칙하다,비비아니,좋다,하다,용량,작다,쓰다",용량
"촉촉하다,좋다",감촉
"컬러,코렉터,필요하다,검색하다,주문하다,되다,컬러,있다,실용성,좋다",색상
"고급스럽다,박스,담다,배달되다,받다,사람,기분,조슴다,디자인,고급스럽다,덤,샘플,감사,함다,쓰다,이자,녹스,믿다,품질,걱정,슴다,마이,마이,팔다",디자인
"건성인,피부,안성맞춤,촉촉하다,좋다",감촉
"마스크,후,닦다,용,쓰다,순하다,양도,많다,좋다,아침,드라이하다,때,솜,적시다,얼굴,붙이다,드라이하다,좋다,대용량,막써,부담,없다,대만족",용량
"커버력,별로,뜨다,느낌,나다,색상,환하다,하다,노랗다,피부,비추",색상
"색,이쁘다,부드럽다,바르다",감촉
"색,탁하다,같다,예쁘다,오렌지,차분하다,고급스럽다,두,각질없,바르다,발림성,좋다",색상
"행사,때,저렴하다,사다,우,제,튜,쥬텡제,에,제,류테,루터,테,롵,툴",가격
"샘플,좋코,용량,작다,글두,쓰다,배송,넘,느리다",용량
"배송,빠르다,받다,삐아,이용,예쁘다,좋다",디자인
"쓰다,제품,저렴하다,사다",가격
"원래,써오던거,저렴하다,가격,구매,굿",가격
"피부톤,칙칙하다,같다,베이스,바르다,시작하다,화사하다,피부톤,연출,가능하다,헌데,화장,뜨다,느낌,있다",감촉
"엄마,선물,드릴려구,구매하다,향,은은하다,좋다,흡수,빠르다,좋아하다,사다",향기
"로션,스킨,세트,사다,순하다,저렴하다,좋다",가격
"쓰다,제품,가격대비,좋다,세일,하다,구매하다,좋다,마켓,안드로이드,앱,작성",가격
"자극,없다,냄새,없다,좋다,용량,많다,좋다,보습,효과,쓰다,알다,크림,쓰다,로션써,보다",향기
"향,좋다,용량,크다,성비,좋다",향기
"록시땅,제품,향,넘,좋다",향기
"만족하다,색상,배송,좋다",색상
"몇통,사용하다,모르다,겨울,복합,외다,지성,으로,쓰다,가격대비,용량,많다,피부,좋다,날,알다,쏘다,하다,크리니크,좋다기,다르다,제품,쓰다,피부,망가지다",용량
"아침,현장일,하다,직업,가지다,사람,화장하다,시간,줄이다,좋다,촉촉하다,좋다,한데,쓰다,같다,갈다,같다",감촉
"쓰다,제품,저렴하다,구입하다,좋다",가격
"입생로랑,입생로랑,탑,시크릿,인스턴트,모이스처,글로우,쓰다,좋다,화장하다,때,수분감,좋다,밀착도,좋다",감촉
"기존,토너,색,다르다,놀라다,쓰다,괜찮다,같다",색상
"세럼,구매하다,쓰다,동생,이랑,아침,저녁,쓰다,쓰다,같다,가격대비,용량,많다,좋다,두번,쓰다,주문하다,쓰다",용량
"지속력,별루인,같다,바르다,안,좋다,양,조절,하다,바르다,밀리다,좋다",용량
"번지다,사용감,좋다",감촉
"바르다,때,빡빡하다,감,있다,바르다,흡수,잘되다,촉촉하다,느낌,있다,좋다,얼굴,건조하다,편,가격대비,마음,들다,크림",감촉
"촉촉하다,좋다,안개,분사,긴하다,강하다,좋다,향,강하다",향기
"좋다,배송,빠르다,디자인,깔끔하다,사용하다,품질,만족스럽다",디자인
"수분,크림,촉촉하다,배송,빠르다,만족하다,다음,사다",감촉
"기존,로드샵,산거,양,작음,이상하다,비교하다,립스틱,원지름,기존,로드샵,훨작음",용량
"기초,고급,저렴,좋다,대충,바르다,얼굴,나다,페이셜,로션,눈에,띄다,지나치다,로션,바르다,로션,자극적,이지,않다,흡수가되다,붉다,반점,알레르기,없다,괜찮다,메이크업,자신감,생기다,편하다,화장품,맞다,잘산듯",감촉
"색상,때다,고민,하다,핑크,베이지,맞다,같다,쓰다,커버력,떨어지다,괜찮다,같다,만족하다,사용하다,양,적다,같다",용량
"사용,전이지,제품,자체,고급스럽다,사은품,챙기다,완전,좋다,미샤,제품,싸다,품질,믿음,가다",디자인
"지난번,같다,제품,사다,피하다,색깔,구매하다,이번트,다르다,색,선택하다,그리다,색,으로,그리다,색,하다,그렇다,화사하다,잡티,커버,잘되다,판매자,감사하다,옥션,안드로이드,앱,작성",색상
"다르다,제품,쓰다,생각나다,정도,좋다,제품,코덕,화장품,모으다,악건성,좋다,제품,없다,살다,가격,저렴하다",가격
"키엘,토너,기본,쓰다,보고,사다,깔끔하다,좋다,닦이다,느낌,트러블,없어지다",디자인
"괜찮다,같다,거품,잘나다,향,무난하다",향기
"꾸준하다,쓰다,용량,많다",용량
"자극,없다,촉촉하다,쫀쫀하다,크림,질감,좋다,요즘,쌀쌀하다,건조하다,날씨,든든하다,얼굴,닿다,때,시원하다,샤베트,바르다,느낌,시원하다,자극,없다,촉촉하다,쫀쫀하다,크림,질감,좋다,요즘,쌀쌀하다,건조하다,날씨,든든하다,수분,크림,쓰다,좋다",감촉
"미세하다,골드펄,감,돌다,살구빛,고급스럽다,보이,내",디자인
"사용하다,끈적임,없다,깔끔하다,좋다,선생님,선물,구입하다",디자인
"화장,안하다,다니다,일주일,성당,가다,때,안하다,하다,화장,뜨다,영,아니다,크림,바르다,가라앉다,건조,하다,바르다,하다,가격,싸다,양,많다,알뜰하다,제품",용량
"사다,좋다,사다,색,마음,들다,같다,좋다",색상
"좋다,디자인,예쁘다,쓰다,제품,중,최고,일다",디자인
"은은하다,자연스럽다,물들다,입술,연출,하다,있다,좋다,천연,장미,향,좋다",향기
"연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조,일자,도움,되다,사용,후기,최근,제조,아니다,가격대,만족,옥션,안드로이드,앱,작성",가격
"피부,흰편,어둡다,여름,괜찮다,밀착감,좋다,커버력,좋다,쓰다",감촉
"수분,크림,화이트닝,크림,떨어지다,괜찮다,없다,찾다,전,눈여겨보다,요제품,구매하다,어,향,상큼하다,좋다,수분감,있다,울트라,훼이셜,크림,비슷하다,좋다",향기
"엄마,좋아하다,구매하다,쿠폰,적용하다,저렴하다,사다,감사하다",가격
"배송,빠르다,촉촉하다,느낌,좋다",감촉
"사용감,좋다,사용하다,좋다,하다,생각,괜찮다",감촉
"백화점,바르다,사다,다르다,마스카라,색,진하다,구매,하다",색상
"색상,좋다,뜨다,시슬리,빨갛다,케이스,컴팩트,좋다",색상
"연령대,피부,타입,건성,지성,복합성,복합성,제품,사용,횟수,기간,처음,제조,일자,도움,되다,사용,후기,좋다,해서,처음,구입하다,좋다,향도,좋다,레몬향,네요,더써봐야효과는알수잇을듯옥션,안드로이드,앱,작성",향기
"빠르다,좋다,가격,부담스럽다,망설이다,중,그렇다,싸다,사다,포장,상태,잘되다,오다,마음,들다,만족,이예,재구매하다,정품,만족,일다",가격
"가품이,있다,모르다,정품,맞다,같다,쓰다,때,자극,없다,양,적다,편,아니다,맘,들다,피부과,다니다,중,쓰다,바르다,치다,맘,들다",용량
"양,적다,괜찮다,같다,발림성,좋다,커버력,정도,있다",용량
"발림성,좋다,색,예쁘다",색상
"배소이,빠르다,좋다,발색,되다,어울리다,예쁘다,좋다,스킨푸드,유명하다,이유,있다",디자인
"색상,이뻐고,화사하다,자연스럽다,연출되다",색상
"항상쓰,전용,팩트,디자인,이쁘다,커버력,좋다,쓰다",디자인
"다르다,토너,쓰다,마몽드,로즈,워터,최고,트러블,없다,쓰다,피부,좋다,느낑",색상
"색깔,예쁘다,맘,들다",디자인
"배송,빠르다,유통,기한,진짜,길다,유기농,제품,그렇다,진짜,순하다,좋다,굿이,다음,사다,앞,쓰다,겁니당",감촉
"사용감,산뜻하다,좋다,계속,사용하다",감촉
"아이오페,즐기다,쓰다,제품,파운데이션,제품를,사용하다,뭉치치,펴다,색상,피부톤,맞다,쓰다,시중,사다,저렴하다,가격,구입하다",가격
"디자인,예쁘다,색상,쨍하다,예쁘다,레드,맘,들다",디자인
"전,쓰다,기대하다,좋다,오프라인,구입하다,이번,온라인,처음,구입하다,가격,저렴하다,편리하다,좋다,쓰다,제품,테스트,피다",가격
"배송겁나빠름,피부,뒤집어지다,피부,장벽,강화,위하다,판테놀앰플,시키다,쓰다,좋다,용량많,걸로시키다",용량
"아이오페,바이오,에센스,쓰다,쓰다,구매하다,하다,상품,보다,평,좋다,싸다,어떻다,구매하다,아이오페,물,느낌,나쁘다,같다,싸다,양,많다,쓰다",용량
"쓰다,제품,촉촉하다,향도,은은해,좋다",향기
"비비,떨어지다,세일,하다,사다,생각,괜찮다,기대,하다,만족하다,발림성,좋다,커버력,나쁘다,광채,심하다,적당하다,디자인,심플하다,그립감,좋다,산거,같다,이다,옥션,안드로이드,앱,작성",디자인
"연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조,일자,도움,되다,사용,후기,향,좋다,피부,부드럽다,옥션,안드로이드,앱,작성",향기
"유분기기,산뜻하다,허전하다,보습,효과,없다,여튼",감촉
"넘,좋다,색깔,좋다,냄새,좋다,바르다,지속성,가다",향기
"피지,오겔,크림,좋다,쓰다",색상
"색상,고민하다,주문하다,연하다,같다,한데,만족하다,언니,진한색,가지다,왠만하다,사람,진하다,색,맞다,같다,머리색,밝다,하다,사람,시멘트,색상,사면,괜찮다,같다,고급스럽다,이쁘다",디자인
"좋다,좋다,좋다,좋다,기존,애터미,상품,만족도,놓다,로션,처음,구매하다,용량,많다,가격,저렴하다,쓰다,있다,같다",용량
"색,베이스,쓰다,좋다,같다,단독,화장,츄럴하게,때,세련되다,예쁘다,좋다",디자인
"저렴하다,괜찮다,또살,개요,감사하다",가격
"용량,많다,좋다",용량
"모이스처,스킨,로션,구매하다,쓰다,건성,피부,겨울,그렇다,유분,모자라다,향,은은하다,좋다,사은품,푸짐하다,쓰다,좋다,앞,구매하다,생각",향기
"사용,전이,향기,좋다,맘,들다,사용하다,같다",향기
"부드럽다,순하다,좋다,옥션,안드로이드,앱,작성",감촉
"향은,딸기,향,괜찮다,때만,촉촉하다,지속력,없다",향기
"틴트,촉촉하다,색,이쁘다,오렌지,좋다,용기,깨끗하다,사용하다,있다,새다,거여서,좋다",색상
"블링,블링,은은하다,이쁘다",색상
"깔끔하다,케이스,발림성,좋다,느낌,넘,좋다,제조일,최근,꺼고,예쁘다,쓰다",감촉
"양,작다",용량
"친구,이번,소개하다,똑같다,구매하다,촉촉하다,좋드,지속적,하다,쓰다,볼랍니다",감촉
"디자인,정말,이쁘다,디자인,쁩니다,피부랑,안맞는거,같다,수분,크림,치다,진하다,맛,있다,같다,가격,대비,면,괜찮다,거,같다",디자인
"완전,쫄깃,마음,들다,색깔,호하다,환하다,화장,먹다,물광,효과,있다,쓰다,재구매,하다",색상
"용량,크다,가격,저렴하다,잘나다,같다",용량
"백화점,구입하다,처음,신세계,구입하다,포장,상태,만족하다,샘플,주다,가격,백화점,저렴하다,저,만족하다,화장품,동시,떨어지다,구입하다,샘플만써,한참,쓰다,감사하다",가격
"설화수,말,필요,없다,상품,사은품,용량,도큰,거사게되다,좋다,좋다,문구,구매시,자음,기초,종,추가,증정,빨갛다,글씨,상품,마다,각각,적다,좋다,영화표,좋다,묶다,구매,해는데,받다",용량
"친구,선물,보내다,빋았다고,하다,촉촉하다,스며들다,부담,애용하다,좋다,제품,이다,하다",감촉
"좋다,쓰다,이후,쓰다,주문하다,좋다,발림성,좋다,다음,주문하다,게용",감촉
"전,잇다,번째,랑콤,루쑤르파스킷,필링,사용하다,겸용하다,사용하다,각질,제거,후,퓨어,앙프렝뜨,사용하다,담날,아침,거울보,미소짓다,정도,만족스럽다,부드럽다,면,자극적",감촉
"일전,시,워터,프루프,제품,사용하다,리필,나오다,하다,눈물,흘리다,슈에무라,향하다,구입하다,제품,많다,사람,울다,슈에무라,옮기다,디자인,고급스럽다",디자인
"가격,저렴하다,같다,구매,하다",가격
"기여운,사이즈,인거,같다,이다,색상,밝다,맘에,들다,향기,나는것,같다,이다",색상
"나스,립스틱,맘,들다,가격,비싸다",가격
"스킨,대용,쓰다,건조하다,잡다,촉촉하다,좋다",감촉
"좋다,순하다,좋다,쓰다,편하다,대용량,가격,저렴하다,가성비,최고,구매하다,팔다",감촉
"만족하다,색,진하다,색,발색,좋다",색상
"받다,배송,빠르다,디자인,마음,들다,오다,여름,쓰다,수,잇을섯,같다,기대되다",디자인
"가격,만족,성능,좋다,상태,배송,도움,되다,사용,후기,옥션,안드로이드,앱,작성",가격
"하루,사용하다,사용감,가볍다",감촉
"여름,다르다,스킨,무겁다,하다,냉장고,넣다,쓰다,때,꺼내다,시원하다,쓰다,개운하다,각질,제거,되다,느낌,들다,용량,많다,솜,넉넉하다,적시다,쓰다,얼굴,닦다,목,닦다",용량
"다르다,제품,촉촉하다,발색력,좋다,양,작다",용량
"한번,쓰다,촉촉하다,좋다,구매하다",감촉
"예전,클라란스,화이트닝,엣센스,피부,닿다,즉시,샤사삭,스며들다,느낌,좋다,향,우욱,잇다,바뀌다,엣센스,향,은은하다,바로스며드,느낌,주다,바르다,느끼다,약간,촉촉함,업글된듯,화이트닝,엣센스,클라란스,쓰다,피부,환하다,투명하다,느낌,생기다,거예욤",향기
"이쁘다,귀엽다,오일,에센스,되다,보습력,렇게,뛰어나다,같다,부들부들하다,느낌,향,좋다",향기
"라인,그리다,색,이쁘다",색상
"여름,피지,올라오다,시작하다,지속력,있다,파데,찾다,중,상품평,좋아사,구입하다,결과,좋다,겉,배트하다,바르다,느낌,촉촉하다,실내,정도,지속되다,정말,좋다,다,뽀샤시하다,난리",감촉
"가격,비하다,양,적다,리필,살다,그먕,케이스,구매하다,생각,어둡다,않내요,배송,빠르다,포장,잘되다",용량
"색깔,어둡,긴하다,피부,까맣다,어떡하다,비비랑,섞다,쓰다,색깔,어둡,긴하다,피부,까맣다,어떡하다,비비랑,섞다,쓰다,색깔,어둡,긴하다,피부,까맣다,어떡하다,비비랑,섞다,쓰다",색상
"용량,많다,좋다,향,좋다",용량
"유분기,많다",감촉
"바비,브라운,쉐도우,유명하,자다,주변,좋다,해서,구매하다,역쉬,사랑스럽다,이뿌다,다용도,사용하다,있다,좋다,가격,저렴하다,좋다,디자인,이쁘다",디자인
"향,부담스럽다,스며들다,좋다,사은품,다르다,만족하다,랍니다",향기
"받다,콜라보,디자인,진짜,예쁘다",디자인
"기대,하다,디자인,올드하다,실망하다,커버력,짱짱,좋다,알다,덜하다,아쉽다,빨갛다,비비,빨갛다,비비,하다,이유,알다,만족하다",디자인
"저렴하다,가격,구매하다,그러다,하다,쓰다,그닥,크다,문제점,없다,배송,빠르다,쓸다,감사하다",가격
"제품,두께,얇다,펜슬,느낌,데,섬세하다,라인,그리다,있다,좋다,갈색,자연스럽다,라인,그리다,있다,블랙,깔끔하다,색이,이쁘다,다,쓰다,재구매,하다,같다",색상
"요즘,건조하다,겨울,날씨,좋다,샤워,후,스킨,바르다,제품,끝,설화수,자음생,크림,좋다,가격,비싸다,마음,들다,여름,이다,수분,크림,특유,물,느낌,좋아하다,분,이다",가격
"저렴하다,가격,좋다",가격
"빠르다,좋다,가격,도착,양,많다,굿",용량
"수분,부족형,지성,잘못,구매하다,얼굴,에바,트러블,생기다,이니스프리,친구,좋다,쓰다,제피,부랑잘,맞다,쓰다,겨울,선물,들어오다,다르다,화장품,있다,쓰다,이니스프리,돌아오다,예전,업그레이드,되다,화장품,병색,상이더,진해,지다,오늘,아침,바르다,산뜻하다,좋다,마켓,안드로이드,앱,작성",감촉
"딸,사용하다,제품,할인,쿠폰,사용하다,저렴하다,구입하다",가격
"향,좋다,발림성,좋다,맞다,좋겟어요",향기
"배송,빠르다,좋다,쓰다,모낭충,피부,좋다,하다,구매하다,가격,싸다,사다",가격
"진하다,산호색,이쁘다,좋다",디자인
"점,빼다,사용하다,사실,피부과,연고,팔다,하다,가격,만만하다,알아보다,라로슈포제,검색하다,들어오다,이전,라로슈포제,피부과,연고,하다,바로,사다,효과,굿,굿,점뺀곳,깊다,아물다",가격
"촉촉하다,좋다",감촉
"향,좋다,크림,그렇다,거품,나다,씻다,보송보송하다,부드럽다",향기
"기존,쓰다,프라이머,있다,지겹다,하다,차,댓겔,괜찮다,하다,핑크,빛,프라이머,프라이머,크다,역활,하다,모르다,향,디쟌,그러다,생각하다,괜찮다",디자인
"발림성,좋다,좋다,저눈,가리다,용도,아니다,피부,밝히다,용도,쓰다,커버력,모르다",감촉
"생각,붉은기,강하다,거,같다,다음,붉은기,빠지다,색상,구매하다,가격,이용량,실화,용량,많다,생전,쓰다,있다,삐다,대박",용량
"가격,저렴하다,오프라인,받다,보라병,샘플,없다,아쉽다,배송,늦다",색상
"색깔,이쁘다,맘,들다",디자인
"색깔,맘,들다,없다,구매하다,촉촉하다,보습,효과,있다,괜찮다",색상
"저렴하다,상품,구매하다,대실망,돌아오다,좋다,비교,사용하다,알다,사용감,매끄럽다,사용,기간,길다,좋다,확인하다,재구매하다",감촉
"행사하다,착하다,가격,구매하다,꼼꼼하다,포장,안전,배송,기분,좋다,컬러,다양하다,예쁘다,만족하다",색상
"배송,빠르다,가격,저렴하다,사다,가격,비교하다,인터파크,저렴하다,토니모리,세일,기간,맞추다,사다",가격
"친구,추천,처음,쓰다,좋다,피부,밀착감,좋다,가볍다,유분기,잡다",감촉
"괜찮다,구매하다,원래,쓰다,제품,용량,사다,좋다,계속,쓰다,계획,촉촉하다",용량
"양,많다,좋다,째,쓰다",용량
"용량,적다,커버,가볍다,텍스처,만족하다",용량
"쓰다,디자인,색상,맘,들다",디자인
"연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조,일자,도움,되다,사용,후기,자극,없다,순하다,같다,미스트,효과,쓰다,알다,있다",감촉
"인터넷,평,좋다,기대하다,사다,괜찮다,가볍다,발리다,커버력,좋다,화장,뜨다",감촉
"아기,지루성,피부염,있다,구입하다,향,없다,좋다,발림성,좋다,보습,잘되다",향기
"가격대비,최고,용량,넉넉하다,막바르는편인데물처럼묽지도않고에센스제형이라,좋다,배송,진짜,빠르다,쓰다",용량
"도톰하다,예쁘다,좋다",디자인
"용량,작다,후,제품,믿다,애용하다,제품",용량
"기미,제거,좋다,하다,구입하다,가격,비싸다,편,사은품,자정,세트,좋다",가격
"깔끔하다,좋다,트러블,없다",디자인
"아쉽다,점,도,없다,가격,싸다,배송,빠르다,제품,좋다",가격
"향,좋다,수분,충만,샘플,완전,마니,챙기다,놀라다,감사하다,쓰다,굿굿굿",향기
"제품,색상,다크,그레이,추가되다,좋다,같다",색상
"피부,하얗다,편,밝다,색상,좋아하다,은은하다,색,구입하다,피다,바르다,쉽다,바르다,커버력,우수,하다,조금,사용하다,잡티,가리다,있다,위,파우더,바르다,화장,끝,좋다",감촉
"지인,추천하다,사다,향,넘넘,좋다,뿌리다,미스트",향기
"촉촉하다,좋다",감촉
"픽서,고정,말,마스카라,바르다,바르다,회색,보이다,인듯,초록색,기능,좋다",색상
"클리오,색조,괜찮다,눈,따갑다,없다,부드럽다,그려지다,좋다",감촉
"색깔,이쁘다,좋다",디자인
"쓰다,제품,뽀송뽀송하다,마무리하다,지속력,좋다,용량,줄어들다,같다,아쉽다,빠르다,배송,감사하다",용량
"좋다,디올꺼두,쓰다,시세이도,다르다,쓰다,풀비전,라이너,있다,실용적,마스카라,자주하다,편,아니다,용량,많다,부담,시련,편,용량,글케,많다,같다,솔",용량
"사은품,이쁘,파우치,챙기다,감사하다,빠르다,배송,좋다,좋다,제품,좋다,가격,구입하다,같다,판매하다",가격
"지성,피부,민감하다,바르다,촉촉하다,피부,밸런스,맞추다,같다,가격,적당하다,적극,추천",가격
"좋다,향,상큼하다,좋다",향기
"색상,무난하다,사진,올리다",색상
"향,좋다,케이스,깔끔하다,모공,넓다,쿠션,맞다,모공,도드라지다,보이다,나비존,모공,넓다,부분,쿠션,바르다",향기
"성능,좋다,양,작다",용량
"비욘드,로션,중,순하다,좋다",감촉
"물건,받다,배송,추석,느리다,포장,꼼꼼하다,물건,잘하다,받다,싸다,가격,좋다,넘넘,좋다,마켓,안드로이드,앱,작성",가격
"피부,착붙는게,좋다",감촉
"실물,작다,분사,샤워,얼굴,갖다,느낌,우산없,소나기,직빵,맞다,느낌,흐르다,특별하다,향,없다,맛,보다,짭짤하다,가볍다,느낌,좋다",감촉
"향,좋다,주문,햇구요,배송,빨랏구요,제품,뚜껑,열다,은색,같다,없다,제품,아니다,같다,느낌",향기
"코이마,지성,피부,전체,건성,봄,여름,쓰다,사다,안맞는거,같다,남동생,주다,건성,화장품,자체,밀리다,피부,스며들다,바르다,화장하다,완전,밀리다,아쉽다",감촉
"색상,어둡다,후기,있다,사다,미세,먼지,사다,만족하다,뽀송뽀송하다,피부표현되다,좋다",색상
"예쁘다,모양,가볍다,무게감,용기병,맘,들다,내용물,사용하다,만족하다",디자인
"처음,바르다,끈적거리다,꺼,같다,느낌,끈적임,없,흡수,용량,적다,아쉽다,만족",용량
"끈적이다,스며들다",감촉
"에센스,스킨,건조하다,빠르다,잡다,향,진하다,좋다",향기
