x,y
"정도,사용하다,같다,달다,용량,적다,실,되다,문의,하다,박스,들다,채로,나오다,제품,이라,가격,바르다,머하다,사다",용량
"제조,일자,도움,되다,사용,후기,지수,좋다,색상,어둡다,피부,밀착되다,느낌,들뜸없,좋다,남편,쓰,사다,소량,바르다,얼굴,번들거림없,뽀얗다,깔끔하다,좋아하다",색상
"저렴하다,가격,구입하다",가격
"쓰다,외관,고급스럽다,선물,포장,신청하다,안하다,뽁뽁이,허술하다,싼거,같다,롯데,닷컴,서비스,개선,필요하다,같다",디자인
"배송,빠르다,양,많다,촉촉하다,대만족",용량
"저렴하다,좋다",가격
"마몽드,퍼스트,에너지,세럼,가격,비하다,용량,작다,하다,느낌,되다,쓰다,효과,좋다,하다,빠르다,배송,감사하다",용량
"향,좋다,쓸,하다",향기
"양,적다,쓰다",용량
"친구,생일,서치하다,발견하다,싸다,가격,좋다,제품,인거,같다,구매하다,예상,예쁘다,친구,음영,쓰다,좋다,선물,고맙다,하다,하다,살다,고민중,실물,사진,예쁘다,같다",디자인
"샘플,쓰다,맘에,들다,구입하다,생각,용량,작다,사용감,좋다,만족스럽다,사용하다,구입,하,겟,슬다",용량
"후기두,괜찮다,구입하다,색상두,옅다,괜찮다,발림성,좋다,향두,있다",색상
"엣센스,필요하다,찰나,눈,띄다,간택되다,기특하다,기특하다,제품,가볍다,발리다,끈적이다,부드럽다,스미다,들다,용기,편리하다,챙기다,쌤플,쓰다",감촉
"깔끔하다,좋다",디자인
"아기,태열,심하다,병원,추천하다,바르다,구입하다,부드럽다,발리다,촉감,좋다,같다,구입하다,하다",감촉
"입발림,좋다,사용하다,짜다,쓰다,형태,아니다,밤,형태,좋다,그리,향도,무난,하다,같다,가격대비,괜찮다",향기
"색상,예쁘다,맘,들다",색상
"디자인,이쁘다,커버,잘되다,같다,좋다,전,선물받다,향수,향,죠아서,보다,제품,산거,같다,배송,빠르다,제품,깔끔하다,만족하다",디자인
"크리니크,꺼,번들거리다,그러다,순하다,좋다,화장품,모르다,사람,쓰다,좋다",감촉
"배송,빠르다,색이좀,진하다,오묘",색상
"생각하다,발색,어둡다,지금,날씨,쓰다,무겁다,보이다,디자인,예쁘다",디자인
"사은품,온,길다,구매하다,핑크,베이스,같다,사용하다,있다,저렴하다,좋다,커버력,좋다,두껍다,발리다,받다,테스트,하다,메이크업하다,때,사용하다,겠어요,피부,부위,번갈다,섞다,사용하다,있다,좋다",가격
"연령대,피부,타입,건성,지성,복합성,건성,제품,사용,횟수,기간,사용중,친구,사다,쓰다,좋다,구입하다,되다,쓰다,구매하다,향,은은하다,상큼하다,오렌지,향,같다,세안,뿌리다,피부,촉촉하다,안,오일,들다,보습,좋다,거,같다",향기
"배송,빠르다,이번,쿠션,디자인,넘넘,이쁘다",디자인
"저렴하다,사다,디자인,깔끔하다,얼굴,바르다,순간,매트하다,좋다",디자인
"사용하다,제품,좋다,가격,구매하다",가격
"커피,스무디,주문하다,색감,약,자연스럽다,진하다,티,나다,자연스럽다,추구하다,추천,색조감,진한분,비추",색상
"쓰다,글리터,실물,예쁘다",디자인
"용량,넘다,작다,처음,당황하다,하다,제품,맘,들다,만족스럽다,손등,바르다,수분감,좋다,끈적이다,없다,좋다,쓰다",용량
"화사하다,색,이쁘다,커버,잘되다",색상
"용량,크다,사용하다",용량
"원하다,색,발리다,좋다,원하다,색,잘못시키다,쓰다",감촉
"샘플,사용하다,중,본품,구입하다,저렴하다,가격,사다,용기,플라스틱,일다,타다,에센스,가볍다,느낌,처음,채우다,알다",가격
"디자인,촌스럽다,하다,컬링,괜찮다,유명하다,사다,좋다",디자인
"커버,력도,좋다,잿빛,돌다,하지,커버력,좋다,홍조,심하다,애용하다,쓰다,브랜드,꺼,쓰다,닥터,자르트,실버라벨,짱,트러블,나다",색상
"수분,좋내요,피부,건조하다,그렇다,바르다,피부,따갑다,있내요,수분,부족하다,수분,공급,잘되다,밖에나갔답다,촉촉하다",감촉
"부드럽다,그려지다,픽스되다,시간,걸리다,색,예쁘다,번지다,없다,보다,힘들다,눈,요,색,좋아하다,쓰다,하다,바비,쓰다,쪽,쓰다,굳다",색상
"사용하다,수분,자극,없다,좋다",감촉
"주스바,이쁘다,피하다,밤,체리,블라썸,주스,바,이쁘다,저렴하다,구매하다,배송,정도,걸리다,색,정도,싱글,섀도우,구매,좋다",색상
"디올,조아,고급스럽다,조으네요",디자인
"쓰다,제품,블리블리,할인,행사,해서,사다,주문하다,포장,깔끔하다,넘,좋다",디자인
"씻다,후,잔여물,느낌,나다,좋다,향기,은은하다,좋다,향기,지속되다",향기
"처음,사용하다,끈적이다,흡수되다,에센스,전,바르다,촉촉하다,좋다,같다",감촉
"록시땅,로즈,에,렌,실키,샤워,젤,향,좋다",향기
"용량,많다,넘넘,좋다",용량
"에뛰드,비비,사용,배송,빠르다,포장,깔끔하다,괜찮다,매장,저렴하다,좋다,거,같다,팔다,화이팅,하다",디자인
"대용량,가격,저렴하다,추가,선물,만족하다",가격
"클라란스,통,쓰다,두통,주문하다,좋다,하다,다르다,에센스,주문하다,클라란스,쓰다,넘,좋다,앞,쓰다,생각,양,작,긴하다,고농축,그렇다,오래,쓰다,전체적,피부,환하다,느낌,피부톤,정돈되다,같다",용량
"색상,맞다,촉촉하다,자연스럽다,광채,생각,드라마틱하다,효관,없다,거,같다",색상
"골드,색상,고급스럽다,예쁘다",색상
"용량,넉넉하다,사용하다,좋다",용량
"배송,빠르다,헤라,립스틱,색상,예쁘다,발림성,좋다,바르다,후,거울,보다,색상,자체,환하다,활기,넘치다,색상,기분,업,되다,저렴하다,가격,구매,하개,되다,좋다,담,구매하다",색상
"싸다,질도,좋다,향도,좋다",향기
"배송,가격,만족하다,인터넷,쇼핑,견본품,언혀,오다,아쉽다",가격
"배송,빠르다,용기,이쁘다,모공,있다,발림성,좋다,향,좋다",향기
"저렴하다,사서,사용,중",가격
"향도,좋다,좋다",향기
"색상,예쁘다,좋다,마음,들다,색상,예쁘다,좋다,마음,들다",색상
"케이스,무광,고급,행사,저렴하다,가격,사다,마음,들다",가격
"저렴하다,사다,칼라,생각,어둡다",가격
"깔끔하다,좋다,디자인,이쁘다,제품,좋다",디자인
"향기,좋다,사용하다,좋다",향기
"냄새,좋다,진정,효과,있다,좋다",향기
"토너,기능,충실하다,제품,깔끔하다,좋다",디자인
"아이오페,제품,인터넷,주문하다,사용하다,저렴하다,좋다,같다,매장,제품,사용,했엇는데,동일하다,상품,것,같다,매장,할인,들어가다,저렴하다,구입하다,배송,속썩,인적,없다",가격
"색깔,예쁘다",색상
"촉촉하다,한데,향,좋다",향기
"용량,크다,좋다",용량
"냄새,별루인데,괜찮다",향기
"이쁘다,이쁘다,이쁘다,이쁘다,맘,들다",디자인
"쓰다,색,진짜,좋다",색상
"사용,전,하다,여름,산뜻하다,사용하다,하다,양,많다,가격,좋다,맘,들다",용량
"가격,착하다,제품,좋다",가격
"사용,전,많다",용량
"사용,중,생각,양이,많다,바르다,기분,좋다,임신초,사용하다,그렇다,살결,보들보들하다,트이다,없다",용량
"에띄드,팔레트,새롭다,출시되다,때,구입하다,단품,색상,예쁘다,기본,케이스,예쁘다,색상,구상,예쁘다,구입하다,딸,눈독,들이다,빌리다,쓰기,하다,매트,쉬머,글리터,구성,포함되다,포인트,메이크업하다,편하다",색상
"보습력,좋다,냄새,깔끔하다,좋다",디자인
"유브이,마스터,핑크색,바르다,후,모공,부위,소량,바르다,실키,하면서,매끈하다,느낌,넘,좋다,가격대비,용량,넘,적다,아쉽다",용량
"은은하다,거리,게,맘,들다,가격,쪼꼼,비싸다,하다",가격
"양,많다,스킨,같다,느낌,평,좋다,쓰다,구호",용량
"디자인,예쁘다,사다,마음,사다,닦토,괜찮다,거,같다,샘플도,많다,좋다",디자인
"저렴하다,사다,샘플,아쉽다,백화점,싸니깐요",가격
"옅다,핑크,바르다,이것,포인트,주다,여리여리하다,이쁘다,여성스럽다,쿨톤,추천하다",색상
"사용,후기,쓰다,생각,양이,적다,매트하다,느낌,발림성,좋다,피부,좋아하다,번째,쓰다,생각,괜찮다",용량
"기본,컬러지,발색력,예쁘다,좋다",디자인
"용량,작다,향",용량
"고급스럽다,보이다",디자인
"빠르다,배송,감사드리다,받다,생각,유분기,많다,같다,적당,하,촉촉하다,정도",감촉
"사은품,오다,색상,이쁘다,맘,들다,용량,많다,섀도,쓰다,치크,쓰다,같다",용량
"미샤,제품,원료,좋다,말,사용하다,고가,브랜드,못지,깔끔하다,좋다",디자인
"처음,쓰다,촉촉하다,좋다",감촉
"향,좋다,괜찮다,나스,구매,인대,상자,버리겟어요,상자,넘,이쁘다,제품,뽁뽁이,싸매다,너므,시크하다,색,이쁘다,향,좋다,괜찮다,나스,구매,인대,상자,버리겟어요,상자,넘,이쁘다,제품,뽁뽁이,싸매다,너므,시크하다",향기
"향도,좋다,뭉치다,없다,최고",감촉
"뒤늦다,후기,작성하다,어머니,선물,구매하다,제품,다르다,곳,저렴하다,만족,사은품,오다,좋다,색상,생각하다,어둡다,다르다,색,살다,후회하다,무난하다,색상,어머니,데일리,립스틱,활용되다",색상
"촉촉하다,좋다",감촉
"배송,보통이,가격,저렴하다,좋다",가격
"친구,좋다,추천하다,사다,배송,빠르다,디자인,귀엽다,예쁘다,마스카라,후,로,하다,나쁘다,같다",디자인
"용량,넘,작다,흠",용량
"좋다,제품,저렴하다,구입하다,배송,빠르다,쿠폰,쓰다,가격,저렴하다,구매하다,오다,배송,가격,맘에듬,마켓,안드로이드,앱,작성",가격
"엄마,선물,사다,색깔,맞다,거울,크다,좋다,디자인,깔끔하다,좋다",디자인
"샘플,사용하다,괜찮다,구입하다,발리다,미백,기능,있다,넘,만족스럽다,용량,적다",용량
"색,이쁘다,이쁘다,만족하다,발림,좋다,좋다,좋다,좋다,좋다,이쁘다,이쁘다,좋다,좋다,좋다,좋다",디자인
"디자인,세련되다,예쁘다",디자인
"색상,괜찮다,같다,건조하다,날씨,입술,건조하다,립글로즈,필요하다,구매하다",색상
"수분,가득하다,하다,몰다",감촉
"듀오,매트,쓰다,상품평,보다,괜찮다,같다,주문하다,얼굴,유분,많다,편,화장하다,조금,지나다,번들거리다,번들거리다,건,아니다,지속력,있다,같다,샘플,오다,프라이머,사용하다,좋다,같다,쓰다,만족하다,정품,구입하다",감촉
"용량,작다,좋다",용량
"엄마,샘플,쓰다,보시다,당기다,느낌,조여주,느낌,좋다,하다,주문하다,시그니처,크림,유분,많다,반면,요거,당기다,용량,작다,효과,톡톡하다",용량
"만족하다,아이템,인터넷,구매하다,양,적다,흠,구매하다,있다",용량
"제피,부가,다르다,비싸다,제품,맞다,트러블,나다,가렵다,마몽드,트러블,맞다,향도,좋다,쓰다",향기
"용량,맘,들다,사용하다",용량
"쓰다,가격,높다,것만,빼다,좋다,수분,유지,되다,냄새,나쁘다,록시땅,제품,좋다",감촉
"색상,이쁘다,고르다",색상
"색감,여리여리,하다,같다,묽다,여러번,바르다,하다,색깔,이쁘다,쓰다",색상
"평소,쓰다,상품,싸다,가격,사다,좋다,평소,쓰다,상품,싸다,가격,사다,좋다,평소,쓰다,상품,싸다,가격,사다,좋다",가격
"쓰다,피부,진정,잘하다,좋다,발림성,좋다,가격,좋다,용량,좋다,구매하다",용량
"건조하다,느끼때,사용하다,스킨,다음,사용하다,에센스,사용하다,오일,흡수,잘되다,윤나다,땡기는것,없다,낮,사용하다,밤,사용,하다,얼굴,편하,해지,거,같다,좋다",감촉
"촉촉하다,부드럽다,향,부드럽다,좋다,당기다,없다,배송,빠르다,재구매,의사,있다",향기
"볼륨,그렇다,뭉침,없다,괘,안다,지우다,빼다,가격대비,배송,빠르다,나쁘다",감촉
"매트립,매트,맞다,요즘,시중,나오,매트,중,촉촉하다,매트,많,자다,정돈,아니다,색깔,쁘니까,바르다,사실,패키지,이쁘다,욕심,나다,살다,그럭저,럭,만족하다,인생,립,손이가,컬러,아니다,같다,없다,욕심내다,사본,정도",색상
"케이스,예쁘다,주문하다,품질,좋다,촉촉하다,발림성,좋다,동봉되다,립스틱,여름,맞다,색",감촉
"향,은은하다,좋다,촉촉하다,좋다,양,생각,작다,그렇다,달다,느낌,향이,좋다,촉촉하다,얼굴,바르다",용량
"케이스,진짜,이쁘다,배송도,빠르다,색깔,짱이뻐요",색상
"디자인,이쁘다,간단하다,바르다,좋다,설명서,읽다,쓰다,들어가다,돌리다,쓰다,하다,매트하다,제품,있다,좋다,같다",디자인
"페이셜,리프트,에멀전,구매하다,가격,압박,용량,작다,사다,후회되다,트러블,쓰다,좋다",용량
"연령대,대피부,타입,건성,지성,복합성,복합성,제품,사용,횟수,기간,재구매,제조,일자,그,도움,되다,사용,후기,디자인,색상,등,좋다,재구매하다",디자인
"상품평,좋다,처음,사다,가격,저렴하다,무료,배송,사은품,주다,감동,저녁,바르다,아침,촉촉하다,정도,아니다,건성,피부,부족하다,느낌,지성,피부,좋다,같다,은은하다,허브향,나다,좋다",향기
"트러블,심하다,파우더,못쓰다,선택하다,크리니크,파우더,디자인,촌스럽다,제품,맘,들다",디자인
"생각,좋다,재구매,의사,쓰다,같다,사용감,좋다,쓰다,다르다,사게뇽",감촉
"가격,저렴하다,배송,칼배송,문의하다,글,답변하다,놀라다,제품,극,건성,엄마,사용하다,피부,맞다,하다,유효,기간,넉넉하다,화장품,구입하다,샘플,받다,첨,득탬한,기분,굿굿,마켓,안드로이드,앱,작성",가격
"배송도,빠르다,싸다,사서,좋다",가격
"좋다,가격,구매하다,사용,전,기대,크다,수분,있다,파운데이션,사용하다,수정하다",가격
"이번꺼,패키지,디자인,이쁘다,취향,저격,다음,시리즈,기다리다",디자인
"넘이뻐요,발색샷,다르다,걱정,햇는데,넘,좋다,발리다,좋다,밀리다,없다,색도,이쁘다,가격,좋다,대만족",색상
"향,좋다,쓰다,만족하다,제품,향,좋다,쓰다,만족하다,제품,향,좋다,쓰다,만족하다,제품",향기
"이쁘다,저렴하다",디자인
"그려지다,느낌,색,예쁘다,구매하다,블렌딩,안되다,스킬이,없다,같다,하다,블렌딩,안되다,지우개,가루똥,생기다,벗기다",색상
"사용하다,자극,없다,좋다",감촉
"리얼,올리브,로션,피부,촉촉하다,좋다,번째,구입,아들,엄마,좋아하다",색상
"자연스럽다,색감,좋다,발림성,좋다",감촉
"용량,적다,선택하다,시슬리,제품,묵직하다,느낌,소량,사용하다,바르다,촉촉하다,타브,랜드,에센스,묵직하다,편,일반,시슬리,제품,가볍다,감촉,가격,제외하다",용량
"색깔,이쁘다,조아욘",디자인
"순하다,사용하다,편하다,거품,생기다,좋다,양,많다,비싸다",용량
"가격,품질,만족",가격
"사용하다,구매하다,저렴하다,가격,구매,하다,같다,앞,이용하다,팔다",가격
"잉크,그라피,쓰다,제품,슈퍼,블랙,쓰다,색,진,깔끔하다,그려지다,용량,잉크,그라피,작다,쓰다,하다,쿠폰,쓰다,시중가,반값,구입하다,쓰다",용량
"발색,좋다,부드럽다,발리다,로레알,케이스,디자인,심플하다,예쁘다,거,같다,저렴이,립스틱,비싸다,립스틱,살돈,살다,있다,마켓,안드로이드,앱,작성",디자인
"색,넘,이쁘다,반짝이다,좋아하다,매트립,없애다,바르다,동생,바르다,거,보고,넘,예쁘다,뺏아사,바르다,완전,찰떡예쁨,장난,아니다,세일하다,때,기다리다,사다,색,반짝이다,체고,먹다,지속력,접어두다",색상
"양,많다,좋다,제조,년월일,쓰다,모르다",용량
"립스틱,틴트,발색,내다,구매하다,입술색,죽여주다,좋으네요,입술,정리,안되다,상태,바르다,리납니당",색상
"발색,좋다,부드럽다,색감,이쁘다,가을색",색상
"싱가폴,에서,오다,같다,소주,스킨,좋아하다,용량,많다,쓸다,하다,주정,기다리다,생각하다,미국,면세점,가랑,비슷하다",용량
"오일,샤인,부드럽다,좋다,색깔,마음,들다",색상
"냄새,제품,순하다,좋다",감촉
"선물,사다,색,예쁘다,진짜,쿨톤,아니다,쿨톤,친구,선물하다,발색,최고",색상
"포장,깔끔하다,좋다,어머니,좋아하다,배송,빠르다,가격,싸다,좋겟,슬다,사업,번창하다,팔다,아,맞다,글쓰다,힘들다",디자인
"찬바람,불다,이제,사용하다,건성,이라,오일,필수,끈적이다,바래다",감촉
"에뛰드,하우스,워터젤,틴트,오렌지,레드,구입,하다,색상,이쁘다,좋다",디자인
"배송,빠르다,제품,맘,들다,향,괜찮다,순하다,좋다",감촉
"퍼프,사용하다,가지다,다니다,조금,분,편하다,밝다,색인데,어둡다,화장품,냄새나다,괘,안다",향기
"사용,하다,제품,이코노미,인텐시브랑,똑같다,제품,용량,작다,내용물,동일하다,기존,사용하다,만족스럽다,사용하다,미샤,세일하다,때,사제,좀하다,같다,주위,추천하다",용량
"듀얼,컨실러,키트,가격,적당하다,좋다,반,점,기미자국,커버하다,반,눈,밑,다크,서클,커버하다",가격
"색상,좋다,브러시,좋다,눈가,자극,없다,번지다,그려지다,반동,안,정도,주구,장창,쓰다,진짜,좋다",감촉
"랑콤,향,좋다,촉촉하다",향기
"향기,좋앙서,상큼하다,여름,쓰다,만족하다,만족하다,만족하다,만족하다,만족하다,만족하다,만족하다,만족하다,만족하다,만족하다,만족하다,마켓,안드로이드,앱,작성",향기
"디자인,이쁘다,넘,좋다",디자인
"오휘꺼,예전,쓰다,다르다,쓰다,오휘걸,돌아오다,부드럽다,발리다,사용하다,편하다,좋다",감촉
"샘플,쓰다,좋다,세일,하다,구매하다,저렴하다,구입하다,좋다",가격
"좋다,같다,사용하다,시기,드리다,말씀,없다,죄송하다,강추받다,제품,믿다,사용하다,가격대비,넘,적다,외제,가격,보통",용량
"디자인,시크,하다,마음,들다,발림성,안타깝다,순하다,커버,력도,좋다,지속력,좋다,괜찮다,마켓,안드로이드,앱,작성",디자인
"향,넘,사랑스럽다,디자인,굿,중요하다,커버력,넘,약하다,로션,바르다,같다",디자인
"색상,올라오다,촉촉하다,하다,날아가다,욤무엇,작다,컬러,립밤,생각하다,용량,적다",용량
"찰지,흡수되다,좋다,용량,많다,편이구여",용량
"받다,괜찮다,같다,이쁘다,좋다,같다,색상,마음,들다",디자인
"입술,조그맣다,레드,색상,피하다,나이들다,입술,색,없다,아프다,상품평,보다,구입하다,되다,신세계,설명하다,부드럽다,발리다,색상,여,리하,덧바르다,선명하다,지다,마음,들다,쓰다",색상
"뭉침,없다,발리다,좋다,편하다,좋다,사용하다,재구매,의사,있다,사업,번창하다",감촉
"향,진하다,싫어하다,향,순하다,좋다,즐기다,쓰다,여유,있다,주문하다,후,쓰다,상품,적극,추천하다,마켓,안드로이드,앱,작성",향기
"베이비,파우더,비슷하다,향,좋다,쉐어,버터,보습,좋다,스킨,쓰다,좋다,거,같다",향기
"모양,특이하다,이쁘다",디자인
"향,진하다,보습,좋다",향기
"색깔,예쁘다,가루,덩어리,떨어지다",색상
"제눈,맞다,아이라이너,찾다,어렵다,맞다,같다,물,번지다,기름,번지다,색,연하다,흠",색상
"리미티드,나오다,병,디자인,예쁘다,설화수,쓰다,사람,좋다,해서,사다,쓰다",디자인
"번째,구매,피부,스며들다,감촉,좋다,재구매하다,가격,아쉽다",감촉
"샘플,쓰다,보고,좋다,구입하다,저렴하다,자다,산것,같다",가격
"용량,커서,좋다,배송,빠르다,기존,쓰다,제품,믿다,주문하다",용량
"오다,좋다,포장,잘하다,제품,발리다,부담,없다,색,이쁘다,좋다",디자인
"이쁘다,생각,두께,얇다,이쁘다,괜찮다",디자인
"촉촉하다,좋다,양,많다",용량
"지성,피부,맞다,같다,괜찮다,배송,빠르다,편,있다,블루허벌,로션,쓰다,깔끔하다,좋다",디자인
"세일,기간,아니다,싸다,사다,좋다",가격
"배송,느리다,기대다,안하다,오늘,드디다,받다,받다,바르다,발림성,좋다,끈적이다,색상,만족하다,판매자,대박나,세다,마켓,안드로이드,앱,작성",감촉
"저렴하다,사다,배송,빠르다,만원,이상,구매하다,바닐라,코,미스트,샘플,넣다,손글,쓰다,포스트잇,감동,올해,들다,물건,시키다,것중,제일,맘에,듣다,재구매하다,때,구입하다,감사하다",가격
"배송,빠르다,색상,브라운,부드럽다,보이다,뭉치다,좋으네요",색상
"용량,대비,비싸다,냄새,좋다",향기
"백화점,저렴이,구입,하다,색상,좋다",색상
"매트하다,파운데이션,이랑,궁합,괜찮다,무겁다,텁텁하다,올라가다,세미,매트,마무리,되다",감촉
"기초,셋트,사용하다,숨,제품,괜찮다,생각,구입하다,사은품,구성,대박,배송,늦다,대신,사은품,넣다,주신거,같다,에센스,갈색,병,사용하다,냄새,곤욕,냄새,좋다,처음,사용,부드럽다,사용하다,알다,좋다,같다,사용하다,퍼트리다,겠어요",향기
"버,베다,제품,향,상큼하다,좋다",향기
"어샘,에코소,울다,파워,프루프,초슬림,아이라이너,발색력,선명,더,샘,파워,프루프,아이라이너,레드,브라운,구매하다,갈색,계열,화장,하다,좋아하다,서다,처음,레드,브라운,아이라이너,사다,는데,색상,이쁘다,그려지다,번지다,좋다",색상
"사용감,좋다,늘애용하,제품,겨울,촉촉하다,좋다,배송,빠르다,좋다",감촉
"지인,통하다,알다,제품,구매,하다,기능성,화장품,가격,만족하다,배송,빠르다,입가,팔자,주름,쪽,사용하다,처음,화하다,느낌,있다,사용하다,정도,효과,보다,있다",가격
"사용,전,양,비하다,가격,비싸다",가격
"매장,가다,테스터,하다,사다,향,있다,촉촉하다,꾸덕,거리,느낌,아니다,가볍다,발리다,좋다,컨실러,사은품,매장,같다,혜택,저렴하다,사다,만족,이용",감촉
"생각,크기,작다,저렴하다,가격,구입하다,만족하다",가격
"좋다,처음,쓰다,양,많다,피부,감기다,다음,이용하다",용량
"저렴하다,사다,만족하다",가격
"트윈,케익,떨어지다,급하다,구매하다,배송,완전,오다,샘플,좋다,가격,비하다,양,작다,속상하다,아껴쓰다",용량
"오오,요거,색깔,대만족",색상
"제품,사용감,좋다,저렴하다,구입하다,핫팩,서비스,주다,화장품,샘플,보내다,쓰다,아쉽다",감촉
"뉴,스킨,쓰다,진정안되다,바꾸다,화장품,빌리프,친구,추천,반심반,하다,괜찮다,용량,크다,오래,쓸듯,점액,강하다,닦다,용,스킨,흡수,스킨,좋다,샘플,챙기다,감사하다",용량
"수분감,좋다",감촉
"좋다,부드럽다,자극적,좋다,만족하다",감촉
"저렴하다,가격,구매하다",가격
"좋다,좋다,향,은은하다,좋다,싸다,날,풀리다,하지,사용하다,되다,같다",향기
"향도,좋다,촉촉하다,괜찮다",향기
"처음,실물,보다,때,예쁘다,발색,생각,약하다,바르다,펄,보이다,색,안보,가루,날림,없다",디자인
"쓰다,할인받다,싸다,구매하다,촉촉하다,좋다,구매하다,배송,빠르다",감촉
"촉촉,허다,넘좋지,커버력,약하다,촉촉하다,좋다,두개찌,싸다,다르다,쿠션,비하다,용량,적다,다르다,인데,누디즘,이다,쓰다,쓰다,빼다,갠츈",용량
"샘플,쓰다,보고,좋다,이번,빌리프,제품,바꾸다,요거,촉촉하다,끈적이다,좋다,트러블,없,맞다,좋다,향,쏘다,해얄진,모르다,크다,불쾌하다,향기롭다,참고하다",향기
"좋다,피부톤,정리되다,향도,좋다",향기
"묽다,록시땅,핸드,크림,보다,좋다,사용하다,편하다,바디,사용,가능,여름,보다,산뜻하다,낫다,같다,저렴하다,구매하다,양,많다,좋다",용량
"저렴하다,사서,좋다,강추,강추",가격
"연령대,피부,타입,건성,지성,복합성,복합성,제품,사용,횟수,기간,제조,일자,제조,도움,되다,사용,후기,배송,빠르다,노르스름하다,얼굴,내츄럴,핑크,적합하다,유분기,적다,끈적이다,좋다,옥션,안드로이드,앱,작성",감촉
"선물,포장,부탁드리다,중,걸치다,완벽하다,포장되다,오다,예상,배송일,도착하다,색,이쁘다,같다",색상
"저렴하다,자다,구매,하다,같다,기재되다,처럼,사은품,워터,밤,이랑,종,샘플,챙기다,중,본품,제품,박스,넣다,오다,더렁,제품,있다,의문,스럽다,무튼,쓰다,팔다",가격
"상품,만족,가격,만족,배송,만족,일다",가격
"색감,예쁘다,펄,과하다,부담스럽다,같다",색상
"좋다,원하다,칼라,세일하다,때,구매하다,저렴하다,살수,있다,좋다,발림성,좋다,칼라,발색력,좋다,입술,촉촉,모르다,저렴하다,예쁘다,색,사서,좋다",색상
"향,은은하다,양,적당하다,만족하다,이용하다",향기
"다르다,팩트,비하다,용량,작다,라하다,얇다,곱다,알다,두껍다,먹다",용량
"색상,예쁘다,발색,잘되다",색상
"저렴하다,구매하다,추천하다",가격
"연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조일자,도움,되다,사용,후기,라이트,베이지,화사하다,알다,는데,밝다,같다,아너요,츄럴,베이지,느낌,보통,피부,뽀송한,파우더,마무리하다,편,촉촉하다,파데,비비,하다,편,적당,촉촉하다,요즘,날씨,좋네욤",색상
"색상,어둡다,편,겨울,하다,포어,말다,안티에이징,사다,색상,어둡다,사다,그렇다,커버,되다",색상
"주변,좋다,좋다,하다,쓰다,제품,쓰다,구매하다,포장,상태,깔끔하다,좋다,리필,쉽다,끼우다,있다,같다,맘,들다,샘플,넣다,지퍼백,실용적,같다,맘,들다",디자인
"원하다,컬러,케이스,구리다,싼티나,케이스,처음,인거,같다,케이스,싼티,나다,생각하다,화장품,쓰다,이번,첨,케이스,투자좀,하다,삐다",디자인
"친구,빌리다,쓰다,구입하다,되다,맘,들다,눈,밑,다크,써클,있다,스모키,안하다,핑크,아이새,쓰다,핑크,바르다,모카,브라운,색,바르다,자연스럽다,세련되다,보이다,좋다,친구,어울리다,하다",디자인
"쓰다,제품,향,좋다,촉촉하다",향기
"사용하다,저렴하다,구입하다",가격
"이니스프리,제품,쓰다,제품,처음,쓰다,촉촉하다,좋다",감촉
"좁쌀,구매하다,쓰다,효과,좋다,좋다,그렇다,양,적다,적다",용량
"틴티드,루즈,바르다,위,립글로즈,바르다,이쁘다,애프리콧,색깔,이쁘다,맘,들다,동생,주다",디자인
"촉촉하다,끈적이다,좋다",감촉
"저렴하다,가격,좋다,물건,감사하다,배송,빠르다,물건,좋다",가격
"발림성,괜찮다,좋다,같다,담,주문하다,들리다,팔다,감사하다",감촉
"품질,디자인,가격,배송,마음,들다,넘,덥다,색조,화장,못하다,요거,끝나다,맘,들다",디자인
"보드랍다,좋다,입자,고을,줄,알다,아니다,향,괜찮다,좋다",향기
"제품,뻐요",디자인
"마음,들다,추천하다,사은품,립스틱,주네요,편하다,바르다,좋다,립밤이에요,부드럽다,자다,발리,발색,좋다",색상
"받다,쓰다,크림,가격,좋다",가격
"생각하다,아쉽다,한방,맞다,피부,아니다,바르다,열,오르다,홍조끼,나타나다,향,아쉽다,바르다,끈적이다,편하다,쓰다,가격,스킨,로션,사다,만족하다",향기
"여름,살다,수분,크림,쓰다,바꾸다,괜찮다,같다,쓰다,지켜보다,당기다,덜하다",감촉
"상품,만족하다,아모레,퍼시픽,행사,사은품,푸짐하다,제품,택배받다,시키다,오다,놀다,미스트,향도,상쾌하다,좋다,수분,채워지,느낌",향기
"설화수,윤조,에센스,향,강하다,맞다,상품,추천하다,팔다,번창하다,기원하다,감사하다",향기
"색,자연스럽다,좋다",색상
"유수분,많다,여름,가을,겨울,사용하다,좋다",감촉
"좋다,같다,이다,디자인,고급스럽다",디자인
"오오,쫀쫀하다,보송하다,마무리감,끈적이다,좋다,향,은,건성,신분,바르다,건조하다,있다,제,피부,흡수,잘되다,만족하다,여름,대비,화이트닝,신경쓰다,재다,매각,이에,이다",감촉
"색깔,예쁘다",색상
"가격,비싸다,휴대하다,좋다,다르다,잡냄새,나다,촉촉하다,좋다",향기
"수분,부족,지성,좋다",감촉
"좋다,향도,좋다",향기
"당김없,오래가다,좋다,향,은은하다,좋다",향기
"예쁘다,레드,색깔,예쁘다,젤틴트,처음,사다,요령,필요하다",색상
