r0,r1,target
-39.323784,-44.91201,용량
19.509779,18.004492,디자인
-28.946417,19.46495,용량
-7.3352437,-5.7199802,용량
4.703411,17.435991,색상
-23.068768,-1.5155932,감촉
-13.1122465,48.858604,색상
19.447327,42.350533,디자인
-9.107149,47.73934,향기
37.473587,4.8619275,디자인
-24.931059,20.167933,용량
-32.652996,-9.102926,향기
24.142225,-34.40271,향기
0.45000583,-28.873066,가격
18.796173,49.93797,색상
-13.176736,-12.561657,용량
1.5062082,-49.77016,용량
-22.456326,37.613277,가격
-19.629984,29.443968,향기
46.039227,0.10569386,디자인
20.924084,39.27747,색상
-21.34294,-48.71595,가격
9.007106,-56.616146,감촉
48.34388,-0.8377199,디자인
-21.380974,48.10647,색상
-7.7473593,12.793959,색상
5.461717,-48.421097,용량
-13.006894,-29.260805,향기
6.3877983,14.511333,디자인
-4.493879,45.16058,색상
19.29969,-39.411064,가격
63.31012,-21.876976,향기
-1.3169266,0.55218405,용량
3.3903964,19.276123,색상
21.36429,-12.887704,가격
-24.335709,18.685617,용량
-0.17743574,-3.2408767,용량
-5.0567164,-24.082932,용량
-15.120956,-5.68046,감촉
-43.233498,-4.988941,용량
-15.789976,0.3353558,용량
8.658119,37.61582,디자인
38.05587,-11.869057,색상
-29.919554,13.878061,용량
-16.487942,-0.8398406,향기
-23.062805,47.71105,색상
10.20319,-7.515847,가격
27.662764,-36.21962,감촉
30.695602,-28.828938,가격
37.090134,-18.62118,향기
2.500168,36.95671,디자인
-11.911378,18.841208,향기
-19.126492,20.696424,용량
-34.2352,40.744038,가격
-6.393665,-35.347656,향기
-2.2937562,-49.46351,용량
29.448286,44.12543,디자인
-22.920597,47.617615,디자인
-46.047237,-6.128835,감촉
19.115309,-1.2044618,디자인
15.276471,-23.090305,감촉
25.735794,-51.050186,디자인
-11.614104,1.1749929,용량
-10.2198715,4.9973316,용량
22.46535,8.748218,디자인
19.747221,52.229874,색상
13.695106,-13.323961,가격
-16.048952,18.91595,용량
-20.429985,45.651783,색상
41.05457,3.80207,디자인
12.234546,-30.033632,용량
-3.0431035,48.341633,감촉
57.078934,-16.8256,향기
-12.331696,8.639307,용량
1.6495503,-10.600073,용량
31.792137,-42.86371,색상
-29.395412,11.90204,용량
-11.454766,11.18397,향기
-23.433367,0.5438152,감촉
-14.234456,36.65063,용량
3.4294474,-58.148174,가격
21.657906,-36.321964,용량
39.1214,-4.4096875,디자인
35.787216,-25.74176,감촉
-22.410564,32.564262,가격
16.071524,17.166279,디자인
-24.306078,42.022137,가격
30.300863,-39.279274,향기
63.319763,-21.89131,향기
54.41927,18.434841,색상
-39.565403,-44.479053,용량
4.1987953,14.727729,향기
31.490128,6.6543474,색상
5.7909975,30.870827,색상
1.6655167,33.73657,색상
-26.054382,40.13335,가격
-5.126666,56.540524,색상
28.447166,-48.85112,향기
-18.074436,18.78504,용량
-20.362432,-25.167425,향기
-20.964304,-53.877934,용량
-20.928972,45.167072,디자인
13.361897,36.989075,디자인
27.575575,-31.236454,색상
-24.301605,7.4968486,용량
-49.287746,-27.839828,용량
35.100983,1.7657719,색상
20.199028,46.15084,색상
-19.624123,-48.746494,가격
11.970962,-58.4968,감촉
-35.774284,-13.2663555,향기
2.3721485,5.2384605,향기
11.414129,-6.394736,가격
6.7404747,50.432224,색상
-39.102352,-29.696087,향기
-10.54945,-27.43307,향기
-18.337992,48.957645,색상
-4.293503,35.415268,디자인
-3.102145,18.826246,가격
-29.085873,15.402199,용량
17.627537,-51.83678,디자인
-22.172977,15.368072,용량
-14.999732,2.456916,디자인
31.370388,-50.64822,감촉
-12.858283,-31.195885,향기
17.905443,-6.2248926,가격
29.819853,-34.03123,향기
9.082686,0.19406307,향기
-4.0567822,32.380836,디자인
-37.711166,-28.620893,용량
-25.343573,32.438057,용량
-8.401714,10.835761,향기
49.48742,-42.282677,가격
15.214292,-22.56125,감촉
29.594208,23.476835,디자인
-25.332888,43.55089,가격
-27.118185,28.857119,가격
-17.789188,5.189763,용량
23.561653,-61.09258,디자인
-37.729298,-27.674234,감촉
33.89122,-33.686375,가격
-37.593746,25.969519,용량
28.436935,-47.261627,가격
9.9063835,11.4092245,향기
-22.03452,-12.597382,향기
15.549602,-39.054523,용량
-6.3668036,18.131079,가격
11.924005,-20.5205,향기
52.821682,19.766481,색상
-30.559624,10.472229,향기
-19.620424,18.453148,용량
1.7646751,11.940154,색상
30.288618,3.956628,색상
17.754663,5.457419,용량
12.222877,9.251201,향기
11.57273,-45.796543,용량
33.677807,19.779274,색상
-32.688873,29.251694,향기
7.943916,-2.7342482,가격
37.75003,-6.6686406,색상
11.814292,5.1303134,색상
26.907934,-34.409992,향기
-11.8092985,37.535,디자인
-12.914666,35.199444,용량
-53.92904,-31.841173,향기
-32.61335,34.27805,감촉
-22.766672,29.227335,용량
-15.38386,-32.92807,향기
-5.1803308,-60.78475,가격
-23.295263,12.928303,용량
23.004145,2.9821444,디자인
-3.828391,37.323338,디자인
26.397982,-6.6414695,감촉
28.67188,40.394714,색상
7.936171,-26.184145,감촉
-10.797477,-3.772083,용량
-24.139708,7.581813,가격
25.80352,29.4381,색상
37.365578,-24.470602,감촉
27.576498,13.024381,색상
52.01726,19.28905,향기
30.591576,37.252865,디자인
-5.86198,-12.27439,감촉
15.56144,17.65069,디자인
32.80421,-35.396893,가격
11.390663,-41.12839,용량
29.934608,30.68778,색상
51.683464,19.292233,향기
-23.8924,-11.286741,향기
-64.01509,2.533991,색상
-36.28952,-27.510582,색상
11.698556,56.09143,색상
-9.474708,-9.993273,향기
-16.589802,-18.880388,향기
12.342051,-45.40898,용량
-44.75206,10.797493,향기
-15.015671,5.5772915,용량
19.13228,41.53162,색상
24.774927,5.0632515,색상
35.220085,5.1770387,디자인
-19.064743,52.85371,색상
2.6011422,-58.024044,가격
-39.72592,18.619669,용량
18.94137,-51.70891,향기
41.49801,-6.8359942,감촉
24.495573,-62.464275,색상
37.47139,-10.813549,디자인
28.292345,5.032022,색상
-0.81576204,16.994051,디자인
-16.837847,8.917045,용량
1.4104229,27.327599,용량
24.98972,-16.713541,가격
36.491776,-9.156259,디자인
14.88144,-6.793898,가격
14.921589,43.034225,색상
20.145351,0.27195877,디자인
35.77529,-35.461166,향기
-16.248003,-28.94729,향기
-8.346592,-58.314587,색상
-35.505573,-49.522396,색상
44.789284,-41.126358,가격
13.856826,-38.832367,용량
33.19931,-7.653981,색상
-1.7681206,-7.825767,용량
14.882613,-49.54109,디자인
-39.108253,0.6116036,향기
-28.71266,-0.4459978,향기
-13.060418,46.06709,색상
24.714577,45.99686,색상
17.09127,-53.835613,가격
1.590394,-22.457102,용량
-13.085878,-0.44212243,용량
17.524351,50.069416,색상
-0.8354667,-56.609894,향기
13.232298,31.655499,색상
-1.8479611,-49.27446,용량
-2.3009274,14.04716,가격
14.92005,-28.470572,용량
-45.125145,25.371801,색상
-30.254543,11.785784,용량
-22.690248,11.959329,감촉
-30.738243,11.410394,가격
-25.299234,26.272774,가격
43.286186,2.595135,디자인
-33.931858,1.8107958,향기
29.277767,-23.437395,가격
-5.5100884,39.590683,디자인
39.914135,-18.864952,디자인
17.88296,-54.83199,디자인
1.1486927,20.81933,디자인
24.055294,-42.772564,가격
23.371962,10.977801,색상
-6.421661,25.488634,디자인
6.7097287,43.712368,색상
10.054271,-30.70681,용량
35.54727,-5.423202,디자인
36.174274,-7.4346414,색상
-13.649962,47.986046,감촉
-16.564716,-23.390354,향기
38.09894,-43.951035,가격
-38.52853,-26.732761,디자인
17.131182,-26.361027,향기
14.97647,4.788454,향기
29.717932,14.81808,향기
23.895872,20.995466,디자인
-35.0594,16.392973,용량
-8.871622,-1.508296,용량
19.33057,-56.407284,감촉
-14.555873,-25.944721,향기
8.934455,-22.721708,감촉
17.675472,-19.55689,색상
21.162512,-8.885342,가격
8.960323,-4.9769955,가격
4.1198783,23.337608,디자인
-3.2638319,-55.578735,향기
-22.969782,45.133377,색상
-3.7369308,-11.952748,감촉
9.583255,-57.96626,색상
50.03415,-2.732482,디자인
16.69004,50.355793,디자인
23.706526,-11.234433,디자인
-6.209537,6.437389,감촉
2.697917,-31.249834,감촉
-53.68642,-24.486477,감촉
1.1681327,14.280852,감촉
4.9853544,-42.733047,용량
27.934067,45.885845,용량
-9.278929,36.368282,디자인
17.52836,15.992836,디자인
43.01272,-50.56213,감촉
26.843002,-45.890354,가격
-0.3503591,-30.501043,감촉
22.41551,-38.891884,향기
33.2405,-44.010902,색상
-33.218082,35.54896,향기
31.944065,-8.042323,디자인
-27.506111,12.106889,용량
-49.071877,-28.465187,용량
25.416868,-57.17156,색상
-1.136555,-10.508255,향기
24.991343,47.09893,색상
22.956442,-12.872713,가격
-41.008812,14.905502,감촉
-31.132376,-14.476623,향기
-22.798462,44.245274,감촉
-5.537701,45.729725,감촉
20.492786,-58.98005,디자인
-0.97648656,-30.339167,감촉
-9.315685,-0.17976269,용량
-37.515247,-48.845497,가격
6.4582286,-0.3304378,가격
-24.68134,45.21883,가격
-4.6772194,14.448666,가격
37.43476,-10.726592,색상
26.467539,10.810647,색상
23.40478,-14.947711,디자인
39.825756,3.260544,디자인
-14.492329,-53.344925,향기
-13.657689,14.991023,디자인
28.461376,1.0236969,색상
-20.520016,7.801011,가격
-47.658726,5.9874682,감촉
-32.01843,26.628355,가격
-38.115746,-49.26813,색상
-42.9307,20.434425,감촉
-13.725259,1.4061373,용량
-27.562984,45.82606,용량
-4.2409263,33.773296,디자인
-19.94276,19.091513,용량
-5.8984413,-55.754356,향기
24.616188,27.953522,색상
-29.591352,48.49913,향기
-33.227425,32.660915,색상
12.39924,-34.221916,용량
-10.380658,3.3126397,용량
-34.54355,3.0068188,용량
-9.539977,-60.29963,색상
-8.780354,0.5797375,용량
-2.5690064,-2.4403188,용량
-10.835766,6.2992773,감촉
5.468538,32.21839,향기
-35.353436,8.167309,감촉
-19.025654,-17.78608,향기
-35.84404,-13.263463,용량
3.8483567,-18.553009,용량
-0.4556302,25.86525,색상
52.445614,21.50687,용량
40.543694,4.0653553,디자인
-19.009182,1.359707,색상
31.67409,-39.9298,감촉
20.014877,36.778004,색상
25.716827,30.55232,색상
-19.12041,-30.687853,향기
38.91434,3.028685,감촉
-6.395415,30.810106,가격
1.1031004,-17.054827,용량
31.337234,15.840655,색상
-34.128136,-30.87411,색상
42.524887,-30.46006,색상
-3.7304778,54.937702,가격
-54.17349,-24.353653,디자인
-21.98256,2.2044392,감촉
-8.295512,-4.2087407,용량
-36.3103,-26.052063,디자인
-20.956863,19.416857,용량
6.0608273,13.838899,가격
-40.105133,-48.053436,가격
27.220276,-45.419228,디자인
-52.429436,-23.482517,색상
-17.024664,-3.073752,향기
-10.754512,-12.626573,감촉
-35.388924,-50.58239,용량
4.574353,45.75201,색상
-49.031967,-28.006475,용량
-24.283186,44.18292,가격
21.159868,1.7079325,가격
-20.840498,28.400738,용량
38.007957,-8.884485,색상
-19.620455,29.20202,용량
33.009106,-10.314696,향기
-7.0520587,42.909954,디자인
40.81201,-30.613426,색상
9.518427,41.51311,색상
10.656886,7.2535434,가격
36.999207,-9.561617,디자인
20.98916,-60.26856,색상
-38.819965,-29.905554,가격
21.222027,-47.159077,가격
38.5241,-63.003506,색상
20.857395,32.104774,디자인
8.109624,7.3862343,감촉
-7.579812,-10.37071,감촉
21.122816,-8.877201,가격
16.802908,-33.86291,용량
11.669262,-31.466845,용량
25.441484,50.095085,색상
0.8221725,20.47666,디자인
-39.633144,-0.8351568,향기
28.240353,-7.703415,디자인
-26.304745,44.147747,가격
-0.5208749,37.16792,디자인
-29.386507,26.056717,감촉
5.956199,23.474306,향기
-6.254149,44.20136,감촉
25.57587,-3.9480286,가격
16.2864,18.995567,디자인
-44.454178,36.149338,용량
-12.9051,1.6288811,가격
52.089615,19.9348,향기
8.857888,1.1070114,가격
-41.592373,20.088465,향기
17.181719,21.595024,디자인
18.156826,1.4443483,용량
46.85522,-1.4411886,디자인
-39.72741,-48.004852,가격
-26.293848,46.98828,용량
22.765215,2.9842868,디자인
-12.457853,23.720251,용량
15.743961,-53.55698,가격
-35.62488,12.333042,용량
-15.71876,3.0942848,용량
31.583668,10.740341,색상
-0.20950554,21.49048,디자인
-1.443491,-49.26526,용량
-39.50821,26.666689,색상
-1.247963,27.35523,색상
11.349276,-33.00257,용량
-4.4184284,13.591522,가격
22.746016,24.855824,디자인
-22.75376,20.3639,용량
16.376467,-24.093704,감촉
-24.330456,38.598824,가격
-16.204662,-29.113226,향기
-12.871634,-9.882333,감촉
15.633249,6.2218213,향기
14.469405,-19.220201,감촉
-2.1920257,-35.33403,향기
-20.42587,-47.074173,색상
60.103783,-6.820642,향기
30.467148,10.882193,색상
-9.062618,37.936523,디자인
15.599856,-7.6870503,가격
17.42206,16.34863,디자인
-60.212006,-9.846217,가격
15.571443,11.469934,디자인
21.783243,34.568947,색상
14.769286,20.314713,디자인
31.0542,-12.330568,디자인
15.163889,-40.07015,용량
-0.7837458,11.373819,색상
1.3575381,29.792547,디자인
-21.471174,40.987385,가격
20.486385,-27.399008,향기
23.651125,-37.46433,향기
25.098614,49.515285,색상
-6.467639,-14.649208,감촉
-19.193611,-30.732145,향기
18.10707,-53.840908,색상
-5.198011,46.738148,감촉
16.395857,-53.655052,가격
46.288326,1.3356905,디자인
2.7802155,-18.603704,용량
-16.34351,-10.468493,용량
13.837356,-43.72398,용량
-8.314911,0.4919258,용량
22.912603,50.57684,색상
29.371016,1.3830798,색상
34.17636,-48.471226,감촉
-25.847551,42.797752,가격
-36.59383,-16.410898,감촉
34.595287,-22.488415,색상
-4.08588,50.72313,감촉
12.2107315,-30.156885,용량
53.193428,-32.85273,향기
-39.47111,-45.62855,용량
-4.7954054,-24.281048,용량
-23.47986,24.784855,향기
9.667065,-22.057013,향기
-11.749106,-19.64722,향기
-19.228722,47.18571,색상
-13.058322,-34.54927,향기
-27.816938,36.602314,가격
-38.217583,-27.40847,가격
-2.0517495,-49.443485,용량
57.304256,-16.887768,향기
27.192991,-9.188089,디자인
-37.173985,-31.52537,색상
-46.708244,14.67394,감촉
21.22776,30.708954,색상
-23.952078,1.7858629,용량
28.07972,1.756955,색상
43.920185,0.85787594,디자인
25.54909,41.069855,색상
22.647701,-13.043899,가격
9.270936,-27.168623,용량
33.090412,-29.801344,가격
-19.586535,-22.30506,용량
11.417006,-4.168367,감촉
22.508053,-1.8277895,향기
-34.068134,1.7056582,향기
-46.39555,-0.17900214,감촉
-39.536255,-8.372082,향기
39.947567,-12.38506,색상
29.689154,7.5366535,향기
-42.731995,8.817585,감촉
24.21509,-35.96468,향기
12.308757,38.542664,색상
-25.132814,24.640028,용량
0.5315136,-17.415749,용량
-26.730146,35.312645,가격
28.239574,2.0730445,디자인
-25.338945,35.37777,가격
17.49345,28.62836,색상
-6.399131,42.84186,디자인
-64.179375,2.1161606,감촉
32.46354,-15.631657,색상
28.934448,-1.1916887,색상
37.30458,-5.3280444,색상
-4.338397,10.095829,가격
-34.02811,-32.528942,감촉
-43.54759,24.418522,감촉
-15.029244,33.0471,가격
-46.915676,19.329096,용량
2.0421891,-19.03268,용량
-36.254013,8.970469,감촉
37.090393,-9.2894945,색상
-26.806288,-13.401911,향기
28.744322,45.67571,색상
-11.248502,1.7223941,용량
39.42632,-6.988489,색상
18.89691,-64.54868,색상
-36.95027,-48.22782,가격
11.84604,10.541916,색상
-32.34249,-1.3985133,향기
-24.53322,12.913984,감촉
32.45326,-42.846306,색상
10.328197,5.805383,가격
-6.421038,-37.800846,향기
-24.38153,39.528492,가격
28.056204,-13.076762,가격
-39.704853,12.34449,감촉
-27.473202,35.497105,가격
-20.57705,-49.00642,디자인
-48.405087,0.07427868,가격
-11.771623,-3.9942956,용량
-5.0502024,33.565746,디자인
-5.0517554,-4.102134,용량
14.991146,16.85594,디자인
-4.1616,38.870983,디자인
32.501568,-50.55921,감촉
33.999306,-31.150635,색상
7.1498656,34.25262,색상
15.6422825,-34.50793,용량
-27.61904,28.394945,향기
5.8039446,21.669931,향기
-22.554834,46.15384,디자인
-23.80974,35.567543,가격
-7.0156736,39.637512,디자인
-14.481425,17.716307,색상
34.217926,-46.424564,감촉
-16.707886,17.41457,용량
-41.29474,24.275644,감촉
-26.442472,47.166515,용량
-5.4119167,-59.050182,용량
13.68912,27.099857,디자인
24.243145,-17.51156,가격
32.60997,-14.8681,용량
-48.61153,12.500136,감촉
-12.318195,-0.5155896,용량
-21.559753,-49.1714,가격
-24.326618,-9.019436,향기
17.618862,-1.9002937,가격
-17.388857,-15.149756,디자인
11.678919,17.88949,디자인
23.649616,-0.6607044,가격
-15.743714,6.822593,용량
-50.492386,13.166972,감촉
1.2080891,42.418762,디자인
42.86862,7.6004095,디자인
-20.366886,22.239298,용량
8.030825,-6.453868,가격
7.0410666,50.401993,색상
-8.579673,-35.11569,향기
-14.711945,-7.3433256,감촉
-4.1999297,50.406002,감촉
9.249297,-23.98769,용량
-6.5136867,-60.194584,디자인
24.547102,-10.145016,디자인
22.939598,31.27789,색상
-35.101086,-46.67417,향기
-15.402505,-32.96993,향기
19.95322,3.4585805,디자인
15.441668,-40.798645,용량
25.515844,-46.406673,가격
-15.410475,-52.398933,향기
21.126783,4.4184413,감촉
-52.41774,-25.063257,디자인
-40.384388,-23.575577,감촉
-62.18736,1.3269646,가격
23.11626,2.997806,색상
-18.704557,33.360416,향기
41.392925,-29.641647,색상
25.636126,47.51441,색상
-21.762274,12.574067,디자인
3.121155,16.714922,색상
-19.159666,46.18739,감촉
-11.433194,-31.64772,향기
5.7687073,-48.060898,용량
22.102924,-43.340954,가격
-40.575447,16.04261,향기
20.297945,9.753322,색상
17.47169,-0.9022695,디자인
-11.46245,3.1339145,용량
24.820578,28.581549,감촉
3.9519763,0.7468498,가격
24.140347,-46.56969,가격
-8.696838,8.468143,디자인
1.4757278,42.33237,디자인
36.916702,-16.416052,감촉
18.664366,48.82192,색상
24.979053,-1.3026396,색상
-20.51287,22.019737,용량
-12.540258,-6.3629856,가격
-26.126648,2.1590333,가격
-8.235816,-34.35788,향기
27.430101,35.22578,색상
-4.5784087,40.849834,디자인
19.166067,-26.438211,감촉
-18.258865,22.586079,용량
14.362954,-38.589542,용량
3.7431839,-2.8842072,향기
26.811905,11.584974,디자인
40.32856,6.4638705,디자인
-5.31194,46.192726,감촉
2.9186962,42.40983,디자인
-12.565336,-31.513521,향기
36.224037,-10.975984,디자인
11.736677,-43.16266,용량
-22.789064,4.772064,향기
18.74413,-53.062786,감촉
-55.812263,-24.818512,가격
-60.765038,-10.472585,향기
33.76467,-50.14153,감촉
-24.026112,47.930428,감촉
-31.33274,32.22672,가격
35.10796,-33.218422,가격
-18.74062,32.939888,향기
19.59807,27.884863,색상
16.775042,-15.66945,향기
-14.001551,-14.55128,향기
-22.673382,20.699297,용량
14.32035,44.313457,디자인
19.538694,-21.314342,감촉
11.181979,22.438538,디자인
-14.549411,38.27333,향기
36.629787,6.984124,감촉
-10.856454,7.2049794,감촉
-17.701233,-5.3728857,감촉
19.161684,17.203098,디자인
-38.584076,17.48986,감촉
21.132725,-12.532914,가격
53.693573,-32.39997,향기
-40.440052,27.242817,감촉
-5.054801,12.8913145,가격
41.229073,-31.112122,디자인
46.18192,-5.7933874,색상
-13.31105,12.265442,감촉
4.893054,-22.079226,용량
42.874504,-50.49509,감촉
-52.963123,-3.6197171,용량
-49.443054,-27.775341,용량
51.883274,20.18839,향기
26.568102,39.78875,색상
-20.248238,43.216152,용량
28.785805,26.759954,색상
30.156487,-27.286509,향기
17.748365,-21.879856,감촉
4.984881,-42.724804,용량
22.490509,16.438707,향기
12.204985,-0.0150171425,가격
26.734758,8.639968,색상
-21.049921,-54.26198,용량
-5.4247665,-58.332638,감촉
31.1117,3.606895,색상
-24.557346,44.301872,감촉
0.9408743,32.008404,색상
10.779823,-11.622914,감촉
-62.617874,2.4258978,색상
-17.507057,33.685425,향기
-5.590258,3.7819495,가격
-6.963976,-1.7280202,용량
-20.466858,-48.40982,가격
23.95788,15.783482,향기
8.894442,15.12155,색상
-38.370842,21.857235,용량
11.726716,42.628773,감촉
18.093197,-5.52537,가격
-26.329935,45.462883,용량
-50.187,15.77382,감촉
-34.28517,-33.49706,가격
23.748518,-11.320227,가격
1.1001135,21.210974,디자인
3.9753237,14.920831,가격
-10.744882,26.797106,감촉
-33.557434,22.103693,용량
-19.784405,-21.646152,향기
0.85524553,-18.930006,용량
12.824672,-50.293247,디자인
-39.19258,26.105278,향기
8.76531,45.984543,향기
11.061843,8.585242,가격
-19.12134,-11.575813,향기
-21.619598,-56.020676,용량
45.40468,2.0360277,디자인
-11.460083,40.885548,색상
-18.708893,48.795284,색상
-1.903867,16.165058,가격
-28.387974,32.23186,향기
24.276127,-26.149166,용량
-33.727943,-44.697445,디자인
-5.885176,16.38442,가격
-42.535717,17.885286,향기
-18.857647,21.288744,용량
0.065787606,2.7574494,디자인
-6.344958,-29.806551,향기
22.077028,0.8091983,디자인
-26.147825,28.546982,용량
-33.08852,-31.752743,디자인
31.993292,-47.133934,감촉
39.468468,-6.8961377,색상
32.766197,-44.20868,색상
-32.89139,-32.802868,용량
31.79331,0.5225049,색상
16.206005,-9.771975,가격
39.30517,-19.80643,색상
15.110213,38.802254,향기
-19.985302,-3.6882186,감촉
-38.078026,19.03107,감촉
14.367951,-11.19846,향기
-5.659527,44.72778,감촉
34.879704,-15.230864,색상
-32.748245,-46.640617,감촉
-6.886013,45.8983,색상
-14.3794,38.62269,향기
-25.505375,33.1419,용량
7.31996,-60.20153,색상
15.636031,11.407302,디자인
-3.6770346,-15.134337,감촉
2.1468823,-59.60415,색상
17.43919,-0.32625553,디자인
11.067557,-30.700872,용량
37.69519,-26.8651,색상
-3.336973,41.63417,감촉
-29.954039,12.776262,용량
17.4752,30.222483,색상
-16.880589,0.24893938,감촉
12.827533,-50.287727,디자인
37.391125,-37.16009,향기
-28.4569,22.185652,가격
-21.596785,17.795563,향기
-36.898262,-2.496216,향기
-25.877392,-13.327284,향기
-29.325104,19.39302,가격
24.881264,30.429548,색상
-18.602694,-12.640931,향기
14.492416,45.31624,향기
-11.916891,17.865122,향기
-37.327217,35.56867,가격
25.842085,24.41825,색상
2.9377291,-8.202842,감촉
42.965336,-50.529076,감촉
-27.52652,21.700268,감촉
34.12635,-11.203363,감촉
-10.518697,-46.065258,디자인
-47.55212,8.565086,향기
8.310577,18.128153,색상
-26.072897,11.386901,용량
-26.690641,13.54194,가격
21.188147,51.798298,색상
-53.139317,-24.847395,감촉
-18.30194,-2.1909752,향기
15.248767,44.208015,색상
-1.6375614,-20.78157,용량
-34.355984,21.061274,용량
-42.63129,21.899174,감촉
-2.9736533,-27.253473,향기
34.75667,-35.311047,감촉
-39.43812,-44.690643,용량
-10.298619,-12.944161,감촉
16.649055,28.210165,색상
17.818884,-47.685333,디자인
6.895394,-25.157839,용량
4.7587113,-56.797,감촉
14.431925,41.64478,색상
-32.114468,18.463764,용량
32.206264,-50.6539,감촉
-23.74912,7.689621,감촉
17.493254,0.5724069,가격
-8.812141,33.64355,디자인
16.7861,49.963142,색상
-4.6759944,49.05044,감촉
-21.801712,-21.08508,향기
20.274605,-29.912449,감촉
-15.366854,1.3676116,용량
12.805237,-55.529404,향기
8.085916,31.003147,감촉
9.221933,8.346291,감촉
-27.6908,-7.1305814,향기
-18.59032,-46.862225,색상
-37.5904,31.93813,감촉
-14.234858,45.74246,색상
37.924164,5.260598,디자인
-16.640097,13.288841,향기
37.110565,4.814032,디자인
-18.325994,-22.260715,향기
-19.608923,45.518208,색상
10.5105915,-13.083413,디자인
-27.406517,45.31943,가격
10.324632,14.926152,향기
13.18237,-4.493675,가격
2.0917468,-49.522358,용량
8.555588,13.045108,디자인
9.898509,-48.643284,용량
26.0799,-23.326342,감촉
17.586002,53.476692,향기
-42.349365,-7.265819,향기
13.597949,45.153732,색상
-9.506445,-46.04609,디자인
29.443672,-31.173582,디자인
-6.5370264,20.713541,가격
29.638357,30.408329,감촉
-4.842535,-1.1714765,용량
-31.84426,6.913918,감촉
24.278221,-30.102625,향기
-43.050663,16.718538,향기
11.664846,-58.487335,감촉
1.004618,-10.201336,향기
-21.04527,-54.403133,용량
2.8284245,-18.24104,용량
10.171605,-46.444153,용량
20.24012,9.806072,색상
-20.44722,0.90441173,색상
24.588556,8.2870865,용량
22.661701,30.11389,색상
-26.022648,2.172777,가격
17.518496,-1.3254602,색상
-12.587199,-19.574022,향기
-37.96336,-2.8197386,향기
22.434933,-62.15959,색상
-39.084774,-29.432682,가격
-42.60248,18.888565,가격
-33.123825,44.572853,가격
-47.133335,7.171941,향기
-2.3094642,-17.004595,향기
18.109764,15.129503,디자인
-16.46286,25.380459,향기
-10.586497,32.020466,향기
33.119156,-18.18065,향기
-9.171463,8.283277,향기
32.46216,-21.320086,디자인
-3.1740868,8.022281,용량
13.028714,19.059067,디자인
14.273183,-49.51913,디자인
28.638908,4.464364,감촉
26.176167,-28.590414,향기
5.765953,16.80653,가격
15.8003435,51.29226,감촉
2.5014195,-30.90999,감촉
9.660031,55.24897,용량
-23.536633,44.10877,색상
46.211754,-5.8796535,색상
4.8415422,-8.217986,감촉
-20.388273,-48.43646,향기
24.557203,-23.168867,용량
-23.022676,45.523983,색상
-1.372054,10.347508,향기
1.6863692,11.976008,색상
1.9330995,48.594006,색상
5.281481,15.582559,색상
33.95305,-6.4112296,색상
-7.063622,-60.59409,가격
-14.100935,45.815193,감촉
-47.859734,26.170652,감촉
-27.30101,31.53935,감촉
12.209554,-42.479538,용량
12.56326,-9.337907,가격
19.658415,-35.153103,용량
8.467552,14.33356,디자인
4.677614,-7.257337,가격
38.304825,-62.99752,디자인
7.7359157,28.332289,색상
-4.819206,-61.064144,가격
-53.756474,-21.508774,색상
-37.877216,16.608973,감촉
-33.191902,-5.621927,향기
-22.350784,22.03018,용량
-23.42276,46.778717,디자인
-21.48975,46.3452,색상
19.74837,-24.760427,색상
0.34561446,-14.422447,용량
-5.139086,-60.8502,가격
46.242607,-0.11096642,디자인
-30.61223,16.772387,색상
19.860754,-60.395287,색상
15.127351,-49.772118,디자인
35.936005,-13.014308,색상
-26.113588,14.6818905,용량
5.0015755,-20.527523,용량
18.153305,-14.2722225,향기
-16.417253,30.269001,용량
-18.884026,-14.291171,향기
20.47632,31.636797,용량
-26.801912,27.98703,감촉
17.274963,-0.3279391,색상
-40.47803,28.281185,가격
-59.728893,-10.49602,용량
-34.919323,28.480162,가격
-1.909193,-2.484543,용량
37.555065,-30.84273,가격
14.92302,-40.99887,용량
6.3278437,-16.325296,용량
5.455478,-47.52212,용량
-20.40336,-17.529232,향기
4.7326984,-13.7453375,가격
-46.242573,-3.032228,용량
-20.890411,9.165899,용량
11.540035,20.830986,디자인
-26.634693,-13.426624,향기
21.795078,43.51337,색상
38.51655,-62.93748,색상
23.19236,51.887486,색상
-37.689903,-31.906792,가격
-18.408365,4.3187747,향기
26.745825,49.815083,색상
40.691975,-31.869438,디자인
2.49615,-2.301206,디자인
-33.43696,26.542097,디자인
-18.379929,36.183228,향기
33.983364,-8.294036,색상
-5.5691886,-21.795368,감촉
2.657756,-0.37957746,가격
3.8036366,9.737773,색상
52.468597,18.608055,향기
-30.2101,1.848508,감촉
-36.926624,-49.232853,감촉
-17.637218,35.30392,디자인
15.306623,51.361977,향기
27.084719,6.243543,디자인
-13.657806,-23.156874,향기
-27.094872,-12.252222,향기
-10.422025,-13.271261,감촉
15.890434,16.214695,디자인
26.888483,-28.605846,용량
-13.312786,44.23765,감촉
-32.179886,-33.46184,용량
56.72721,-16.768568,향기
-41.44197,5.700698,감촉
21.407555,-52.621155,디자인
24.900072,-22.196632,가격
6.895895,28.914574,가격
13.221868,32.716976,향기
-17.14756,7.834159,용량
-5.1134443,8.541545,감촉
